X,Y
-73.9685415,40.780709
-73.97891732,40.75882475
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99831164,40.7456422
-73.9876328,40.7504463
-73.9685415,40.780709
-73.97216850000001,40.74578350000001
-73.99745069,40.74738373
-73.9685415,40.780709
-73.9685415,40.780709
-74.01515282,40.71461229
-73.9685415,40.780709
-73.9838793,40.7628377
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-74.0059731,40.7143528
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9932,40.7202
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9870987,40.7576447
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.013421,40.705576
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98789549,40.75618949
-73.9685415,40.780709
-73.97966829,40.72070805
-73.9685415,40.780709
-73.9685415,40.780709
-74.0059731,40.7143528
-73.99990976,40.73476083
-73.9685415,40.780709
-73.98920398,40.72930263
-73.9965335,40.730830999999995
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-73.98286282,40.72970186
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.93499971,40.84989705
-73.98844423,40.72183614
-73.97712991,40.76148016
-73.9685415,40.780709
-73.97530669,40.76892437
-73.97921998,40.75904549
-74.0064,40.7142
-73.9685415,40.780709
-73.96512581,40.76183647
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0082932,40.7395058
-73.9685415,40.780709
-74.006196,40.71495
-74.0007613,40.7207559
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99922632,40.72247931
-73.999939,40.7283745
-73.9685415,40.780709
-73.98914605,40.75819381
-73.9685415,40.780709
-73.9675,40.7779
-74.0064,40.7142
-73.9685415,40.780709
-74.002739,40.7270317
-73.97867285,40.794285
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.94615625,40.7824168
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9867783,40.753231
-73.984326,40.762039
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99319509,40.74140245
-73.9690572,40.7971764
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.95261045,40.8107966
-73.985457,40.758328
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.98903755,40.75685535
-73.96512581,40.76183647
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9845123,40.7251892
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9968719,40.7196884
-73.9685415,40.780709
-73.966456,40.7560275
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.925886,40.872458
-73.9685415,40.780709
-73.9685415,40.780709
-73.9544034,40.76976806
-73.9685415,40.780709
-74.0064,40.7142
-74.00614925,40.70945548
-73.9761879,40.7623675
-73.9685415,40.780709
-73.97990671,40.75823607
-73.9959717,40.7246819
-73.9685415,40.780709
-74.0064,40.7142
-73.99739119,40.71927955
-73.9685415,40.780709
-73.9685415,40.780709
-74.01736794,40.71487416
-73.98567528,40.76114038
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99206643,40.74392364
-73.99249944,40.7452735
-73.985131,40.758895
-73.99667812,40.72364981
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98816,40.74147
-73.9685415,40.780709
-73.9685415,40.780709
-74.0067978,40.7406616
-73.9685415,40.780709
-73.9685415,40.780709
-74.004631,40.7208405
-73.9685415,40.780709
-73.99068385,40.76079785
-73.9685415,40.780709
-73.9960022,40.7650604
-73.9685415,40.780709
-73.9685415,40.780709
-73.94903387,40.80173469
-73.9685415,40.780709
-73.9767532,40.7591591
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.985672,40.7578621
-73.9685415,40.780709
-73.9786606,40.7677116
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064011,40.7346191
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-74.0078506,40.7406998
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99199884,40.73944928
-73.9685415,40.780709
-73.985131,40.758895
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99452112,40.72292731
-73.9685415,40.780709
-73.9685415,40.780709
-73.9824905,40.7713776
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.99922632,40.72247931
-73.9668,40.7582
-73.97530669,40.76892437
-73.9685415,40.780709
-74.00585451,40.74199931
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99974579,40.72841034
-73.9685415,40.780709
-73.98542374,40.72682237
-74.0059731,40.7143528
-73.9685415,40.780709
-73.99049945,40.72486448
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9832993,40.7600403
-73.9685415,40.780709
-74.01289661,40.71117171
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9958839,40.72621054
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9879632,40.7498254
-73.9685415,40.780709
-73.97712991,40.76148016
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-74.00771821,40.74065615
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.98575833,40.76041667
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.977175,40.752806
-74.00916964,40.74943087
-73.9685415,40.780709
-73.9685415,40.780709
-73.9827271,40.7567406
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.96242647,40.78060732
-73.9897766,40.7195091
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9761879,40.7623675
-73.9685415,40.780709
-74.0052261,40.7357216
-73.982811,40.7348289
-73.9685415,40.780709
-73.9894791,40.7192688
-73.9825211,40.7678604
-73.9685415,40.780709
-73.9685415,40.780709
-73.96885207,40.77514637
-73.9685415,40.780709
-73.9685415,40.780709
-74.0068665,40.7392502
-73.9685415,40.780709
-73.9685415,40.780709
-74.00916964,40.74943087
-73.9685415,40.780709
-73.98163319,40.77836415
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9838867,40.7275314
-73.99185,40.739386
-74.0159363,40.71325451
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-73.97148823,40.78389568
-73.9685415,40.780709
-73.9697795,40.7519846
-73.9685415,40.780709
-73.99656119,40.74449398
-73.9685415,40.780709
-73.9819315,40.726698000000006
-73.9685415,40.780709
-73.9685415,40.780709
-73.97891732,40.75882475
-73.9685415,40.780709
-73.97530669,40.76892437
-73.989212,40.7206116
-73.9685415,40.780709
-73.95430081,40.79757367
-74.00001602,40.71669795
-74.00001602,40.71669795
-73.9685415,40.780709
-74.00001602,40.71669795
-74.00001602,40.71669795
-74.00001602,40.71669795
-74.00001602,40.71669795
-73.98006604,40.76508987
-74.00001602,40.71669795
-74.00001602,40.71669795
-74.00001602,40.71669795
-73.9838266,40.7539254
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.985131,40.758895
-73.99553776,40.71607016
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.01282645,40.7116531
-73.9685415,40.780709
-73.9685415,40.780709
-73.98542374,40.72682237
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.96228191,40.76068204
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.98562585,40.74880257
-73.9685415,40.780709
-73.980346,40.759903
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98463726,40.77381437
-73.9685415,40.780709
-73.9685415,40.780709
-74.00336432,40.74237462
-73.9685415,40.780709
-73.9685415,40.780709
-73.9895261,40.7507917
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9886169,40.7449188
-73.9685415,40.780709
-73.99278645,40.75052792
-73.975777,40.76041
-73.9920625,40.7145515
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97990671,40.75823607
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98542374,40.72682237
-73.9685415,40.780709
-73.98583333,40.72111111
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97890649,40.75885944
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98211719,40.7616554
-73.99397523,40.74628814
-73.9685415,40.780709
-73.9685415,40.780709
-73.9809397,40.75928779
-74.01106817,40.71056828
-73.98286282,40.72970186
-73.9685415,40.780709
-73.9685415,40.780709
-73.97717535,40.75280621
-73.985131,40.758895
-73.9685415,40.780709
-73.9838181,40.7421494
-73.9685415,40.780709
-74.0064,40.7142
-73.96443877,40.76804497
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.985657,40.721097
-73.99971093,40.71563676
-74.0064,40.7142
-73.98972222,40.71722222
-74.0059731,40.7143528
-73.99888889,40.73305556
-73.985131,40.758895
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97723788,40.75390338
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.00913893,40.71080904
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99747971,40.73089074
-73.9685415,40.780709
-74.0064,40.7142
-73.98652496,40.7569768
-73.9685415,40.780709
-73.9685415,40.780709
-73.9917,40.7314
-73.9685415,40.780709
-73.98656309,40.75688403
-73.9883458,40.7312727
-74.01281565,40.71612058
-73.9816895,40.7289886
-74.01319742,40.71302875
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9867706,40.7203598
-74.0064,40.7142
-73.98172431,40.73345337
-73.9685415,40.780709
-73.9867783,40.753231
-73.9773584,40.74959497
-73.99104,40.728054
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9854813,40.749939
-73.9685415,40.780709
-73.988035,40.737997
-74.00611111,40.7425
-73.97183333,40.77583333
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9959,40.727166
-73.9685415,40.780709
-73.988472,40.7210197
-73.9685415,40.780709
-74.0082932,40.7395058
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98643778,40.72724499
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0059731,40.7143528
-73.9685415,40.780709
-73.9721065,40.77113867
-74.01289661,40.71117171
-73.9685415,40.780709
-74.009145,40.712348
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98841452,40.71661053
-73.9685415,40.780709
-73.995059,40.755237
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99816506,40.76110739
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-74.005286,40.7479615
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.955297,40.7683035
-73.9685415,40.780709
-73.95441539,40.78660812
-73.9685415,40.780709
-73.98803897,40.74358489
-73.9685415,40.780709
-73.985131,40.758895
-74.01830498,40.70794189
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.99922632,40.72247931
-73.9685415,40.780709
-73.9685415,40.780709
-73.9816284,40.74388129
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.00514298,40.71988579
-73.9685415,40.780709
-74.0067978,40.7406616
-73.99916667,40.6975
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98872977,40.75048414
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.949594,40.8268885
-74.00597,40.71427
-73.99922632,40.72247931
-74.00404355,40.71098913
-74.0059731,40.7143528
-73.9894943,40.7418594
-73.9685415,40.780709
-73.992,40.7291
-73.9685415,40.780709
-73.99253,40.72863
-73.9685415,40.780709
-73.9685415,40.780709
-74.01456119,40.71600718
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-74.01280908,40.71215302
-73.9685415,40.780709
-73.9594727,40.7830811
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-74.005286,40.7479615
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9884796,40.7349586
-73.9329681,40.8483505
-73.986537,40.750854
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0078506,40.7406998
-73.9685415,40.780709
-73.99569731,40.70293253
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.986268,40.75649
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.98996115,40.72968239
-73.9685415,40.780709
-73.9685415,40.780709
-73.98325505,40.77260247
-73.92865841,40.86515331
-73.9685415,40.780709
-73.98011025,40.74311932
-73.9685415,40.780709
-73.9685415,40.780709
-73.99042638,40.74434085
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97358011,40.76630279
-74.00835663,40.74080723
-73.9685415,40.780709
-73.9685415,40.780709
-73.994926,40.722974
-73.99278645,40.75052792
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.00192375,40.72072731
-73.9685415,40.780709
-74.00192678,40.72834074
-73.9685415,40.780709
-73.9685415,40.780709
-73.9776,40.742
-73.9981689,40.7569199
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98581207,40.7569653
-73.9685415,40.780709
-73.9594727,40.7830811
-73.9807205,40.7832832
-73.9685415,40.780709
-73.9685415,40.780709
-74.00633401,40.74246891
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97421286,40.79201364
-73.985131,40.758895
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9681933,40.79954042
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0067978,40.7406616
-73.9822922,40.7468605
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98674,40.76422
-73.992114,40.725759
-73.9685415,40.780709
-73.96174545,40.79421411
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9421725,40.8102178
-73.970327,40.801823
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.983822,40.753499
-73.97472222,40.78055556
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9903336,40.7519608
-73.9685415,40.780709
-73.97345563,40.75318257
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.966456,40.7560275
-73.92552149,40.86423548
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99319509,40.74140245
-73.9685415,40.780709
-74.01280908,40.71215302
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0059731,40.7143528
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98846038,40.76422758
-73.9685415,40.780709
-73.9685415,40.780709
-73.98735461,40.72024224
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.9896469,40.7288208
-73.9685415,40.780709
-74.0103149,40.7296219
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97408598,40.76422894
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.98885650000001,40.747146
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9912796,40.7268219
-73.9685415,40.780709
-73.9685415,40.780709
-73.96927672,40.76118248
-73.9859619,40.7603416
-73.9685415,40.780709
-73.9685415,40.780709
-73.9928513,40.7223396
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.987007,40.7770105
-73.9685415,40.780709
-73.98562585,40.74880257
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-74.01384243,40.71334893
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.985131,40.758895
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.96820972,40.75640173
-73.9685415,40.780709
-73.9870071,40.7596397
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99278645,40.75052792
-73.9685415,40.780709
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9868546,40.7668533
-73.9685415,40.780709
-73.9685415,40.780709
-73.97183333,40.77583333
-73.9685415,40.780709
-73.9767022,40.7727015
-73.9685415,40.780709
-73.9685415,40.780709
-73.989937,40.747046
-73.9852676,40.7180214
-73.9685415,40.780709
-73.99734466,40.71359726
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.98166667,40.72638889
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.00611111,40.7425
-73.97530669,40.76892437
-73.9685415,40.780709
-73.9685415,40.780709
-73.93241506,40.84875387
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9916763,40.7157898
-73.92000637,40.86138327
-74.003126,40.75058698
-73.9886169,40.7235489
-73.9685415,40.780709
-73.97891732,40.75882475
-73.9685415,40.780709
-73.9685415,40.780709
-73.98188093,40.77472673
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.993499,40.750516
-73.99278645,40.75052792
-73.97881428,40.75868667
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.97530669,40.76892437
-73.9964142,40.7677345
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9932,40.7202
-73.996793,40.737231
-73.9685415,40.780709
-74.000937,40.7576
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.95141495,40.81003546
-73.9685415,40.780709
-74.01636078,40.70303942
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.99161,40.741684
-73.9685415,40.780709
-73.9685415,40.780709
-73.95197935,40.7903219
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9347535,40.80067599999999
-73.9685415,40.780709
-73.925506,40.866338
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.998434,40.735142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97990671,40.75823607
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.96912701,40.80014311
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.97284421,40.77465369
-74.0064,40.7142
-73.998436,40.735133
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.985131,40.758895
-73.98188093,40.77472673
-73.99944949,40.73474069
-73.9685415,40.780709
-73.9685415,40.780709
-73.994296,40.755027
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
-74.0064,40.7142
-73.9685415,40.780709
-73.9685415,40.780709
-73.9685415,40.780709
